"gene","cope"
"CHST1",-0.00965591614645909
"RCVRN",-0.00964401197172433
"GREB1",-0.00958350182162074
"STIM1",-0.00943291291515332
"VAMP5",-0.00925179270852274
"SCARB1",-0.00878233026414012
"PABPC5",-0.00869032084012766
"DNHD1",-0.00854263345619796
"KANK3",-0.0083823394533239
"ABCF2",-0.0081053739676463
"ZNF449",-0.00794312179052543
"PNMA5",-0.00723019116030755
"FAM229A",-0.00709872259171329
"FADS3",-0.00660134765670569
"PAX8",-0.00589612718374988
"ARHGEF3",-0.00585755563580733
"DAPK1",-0.00445434307571082
"FUT11",-0.00435241339950086
"NLRC3",-0.00431944491823563
"PITPNC1",-0.00385298451928176
"ZFHX3",-0.00294043555418871
"ARHGAP10",-0.00269266480965645
"LKAAEAR1",-0.00252445281067268
"TNFAIP8L3",-0.00239381510235104
"TRIM62",-0.00229631452264815
"COG6",-0.00224685838188675
"ZNF473",-0.00195562619706513
"SATB2",-0.00182223125824533
"PTPN11",-0.00151837231266813
"GPR149",-0.00151130390637959
"LHFPL3",-0.00127631238740745
"NDST3",-0.00122833171893309
"LRRTM3",-0.00051866968758292
"BCL2",-0.000309412279481837
"SIX3",-0.000246870689202878
"TSPYL1",-0.000202449641689084
"FLVCR2",0
"NAALAD2",0
